Time,X,Y,Z,Height,Temper,Laser Power,Powder Gas,Coaxial Gas,Shield Gas,Feeder1,Feeder2,Feeder3
12_15:40:16.885,19.001,12.937,3.500,0.289,1450.000,418.000,3.000,9.000,0.200,489,0,0
12_15:40:17.157,18.501,12.302,3.500,0.336,1399.500,357.000,3.000,9.002,0.198,477,0,0
12_15:40:17.473,18.501,8.144,3.500,0.256,1324.300,442.000,3.000,9.004,0.201,480,0,0
12_15:40:17.791,18.501,3.508,3.500,0.332,1420.900,360.000,3.003,9.001,0.203,475,0,0
12_15:40:18.110,18.001,1.325,3.500,0.270,1432.300,431.000,3.003,9.002,0.203,490,0,0
12_15:40:18.349,18.001,5.356,3.500,0.276,1418.400,427.000,3.002,9.003,0.200,475,0,0
12_15:40:18.650,18.001,9.361,3.500,0.303,1326.600,403.000,3.001,9.001,0.201,473,0,0
12_15:40:18.952,18.001,13.396,3.500,0.319,1412.800,387.000,3.002,9.005,0.201,477,0,0
12_15:40:19.223,17.501,11.808,3.500,0.278,1384.500,426.000,3.001,9.001,0.204,486,0,0
12_15:40:19.525,17.501,7.551,3.500,0.316,1427.200,392.000,3.005,8.996,0.202,475,0,0
12_15:40:19.797,17.501,3.528,3.500,0.302,1313.600,405.000,2.999,9.000,0.198,479,0,0
12_15:40:20.113,17.002,1.407,3.500,0.303,1533.500,403.000,3.003,9.002,0.201,481,0,0
12_15:40:20.400,17.001,5.352,3.500,0.297,1468.100,409.000,3.003,9.000,0.203,486,0,0
12_15:40:20.671,17.001,9.330,3.500,0.315,1370.600,392.000,3.004,8.996,0.204,476,0,0
12_15:40:20.926,17.001,13.289,3.500,0.291,1444.600,398.000,3.003,9.002,0.196,477,0,0
12_15:40:21.228,16.501,11.959,3.500,0.309,1406.100,398.000,3.004,9.002,0.201,485,0,0
12_15:40:21.530,16.501,7.919,3.500,0.290,1418.400,418.000,2.998,9.001,0.202,474,0,0
12_15:40:21.847,16.501,3.880,3.500,0.332,1340.700,360.000,3.000,9.004,0.201,570,0,0
12_15:40:22.149,16.001,1.743,3.500,0.529,1387.400,347.000,3.006,9.007,0.199,403,0,0
12_15:40:22.452,16.001,6.048,3.500,0.250,1380.200,446.000,3.004,9.008,0.205,482,0,0
12_15:40:22.753,16.001,10.561,3.500,0.233,1394.600,420.000,2.999,9.009,0.202,483,0,0
12_15:40:23.047,15.794,14.504,3.500,0.305,1425.500,403.000,3.002,9.003,0.202,481,0,0
12_15:40:23.358,15.501,10.516,3.500,0.287,1331.000,423.000,3.001,9.000,0.205,479,0,0
12_15:40:23.613,15.501,6.542,3.500,0.281,1412.600,424.000,3.000,9.004,0.203,471,0,0
12_15:40:23.915,15.501,2.530,3.500,0.327,1418.800,378.000,3.000,8.998,0.205,480,0,0
12_15:40:24.188,15.001,2.248,3.500,0.259,1415.400,440.000,3.000,9.002,0.199,487,0,0
12_15:40:24.503,15.001,6.402,3.500,0.297,1454.800,412.000,3.001,9.009,0.201,477,0,0
12_15:40:24.772,15.001,10.553,3.500,0.335,1385.100,358.000,3.002,9.001,0.203,473,0,0
12_15:40:25.065,14.779,14.505,3.500,0.315,1409.300,392.000,3.001,8.997,0.201,487,0,0
12_15:40:25.363,14.501,10.497,3.500,0.333,1395.000,359.000,3.002,9.002,0.201,478,0,0
12_15:40:25.650,14.501,6.523,3.500,0.263,1446.900,435.000,2.998,9.004,0.203,476,0,0
12_15:40:25.926,14.501,2.461,3.500,0.324,1415.000,382.000,3.005,9.007,0.202,487,0,0
12_15:40:26.223,14.001,2.519,3.500,0.254,1426.900,400.000,3.005,9.006,0.201,474,0,0
12_15:40:26.525,14.001,6.583,3.500,0.286,1402.000,420.000,2.999,8.998,0.200,480,0,0
12_15:40:26.828,14.001,10.660,3.500,0.270,1398.700,433.000,3.004,9.004,0.202,481,0,0
12_15:40:27.099,13.709,14.500,3.500,0.276,1413.900,427.000,3.007,8.998,0.199,481,0,0
12_15:40:27.459,13.501,10.069,3.500,0.292,1392.400,414.000,3.003,9.007,0.202,558,0,0
12_15:40:27.734,13.501,5.262,3.500,0.446,1408.700,347.000,3.003,9.001,0.201,400,0,0
12_15:40:28.022,13.501,1.288,3.500,0.279,1436.800,425.000,2.999,9.001,0.198,484,0,0
12_15:40:28.322,13.001,3.468,3.500,0.324,1348.200,381.000,3.003,9.001,0.201,480,0,0
12_15:40:28.641,13.001,7.497,3.500,0.362,1436.600,347.000,3.001,9.003,0.202,482,0,0
12_15:40:28.880,13.001,11.612,3.500,0.304,1387.000,402.000,2.999,8.998,0.199,482,0,0
12_15:40:29.182,12.502,13.637,3.500,0.312,1393.700,395.000,2.999,9.006,0.200,474,0,0
12_15:40:29.484,12.501,9.607,3.500,0.327,1380.200,379.000,3.004,8.999,0.202,478,0,0
12_15:40:29.739,12.501,5.548,3.500,0.278,1396.800,426.000,3.005,9.003,0.200,483,0,0
12_15:40:30.042,12.501,1.494,3.500,0.249,1422.000,421.000,3.002,9.006,0.201,480,0,0
12_15:40:30.313,12.001,3.312,3.500,0.292,1383.200,415.000,3.001,9.004,0.201,474,0,0
12_15:40:30.601,12.001,7.370,3.500,0.274,1400.000,430.000,3.003,8.995,0.201,483,0,0
12_15:40:30.883,12.001,11.333,3.500,0.257,1416.900,440.000,3.003,9.003,0.205,480,0,0
12_15:40:31.191,11.497,13.917,3.500,0.317,1383.100,389.000,3.005,9.007,0.204,476,0,0
12_15:40:31.476,11.501,9.944,3.500,0.306,1420.100,401.000,3.001,9.006,0.205,482,0,0
12_15:40:31.736,11.501,5.866,3.500,0.302,1439.600,405.000,3.001,9.000,0.202,479,0,0
12_15:40:32.047,11.501,1.774,3.500,0.340,1355.300,369.000,3.001,9.007,0.206,480,0,0
12_15:40:32.302,11.001,2.855,3.500,0.257,1371.400,440.000,3.003,9.004,0.201,469,0,0
12_15:40:32.604,11.001,6.926,3.500,0.288,1378.100,418.000,3.004,9.005,0.203,492,0,0
12_15:40:32.954,11.001,10.980,3.500,0.295,1394.600,412.000,3.002,9.002,0.201,574,0,0
12_15:40:33.224,10.501,13.570,3.500,0.291,1333.300,416.000,3.003,9.004,0.200,395,0,0
12_15:40:33.542,10.501,9.057,3.500,0.265,1352.500,436.000,3.000,9.001,0.199,483,0,0
12_15:40:33.846,10.501,4.509,3.500,0.296,1383.800,412.000,3.001,9.000,0.204,480,0,0
12_15:40:34.149,10.365,0.510,3.500,0.287,1462.700,424.000,3.003,8.998,0.200,472,0,0
12_15:40:34.482,10.001,4.322,3.500,0.343,1400.700,354.000,3.001,9.010,0.203,488,0,0
12_15:40:34.721,10.001,8.567,3.500,0.302,1308.400,404.000,3.002,9.002,0.201,473,0,0
12_15:40:35.008,10.001,12.598,3.500,0.340,1352.400,398.000,3.003,9.002,0.203,480,0,0
12_15:40:35.301,9.501,12.580,3.500,0.312,1359.600,394.000,3.005,8.999,0.202,488,0,0
12_15:40:35.578,9.501,8.479,3.500,0.278,1360.900,432.000,3.002,9.003,0.200,474,0,0
12_15:40:35.865,9.501,4.490,3.500,0.240,1305.700,455.000,3.003,9.004,0.202,483,0,0
12_15:40:36.166,9.398,0.526,3.500,0.279,1458.800,425.000,3.001,9.007,0.202,472,0,0
12_15:40:36.442,9.001,4.287,3.500,0.303,1353.000,403.000,3.002,9.011,0.202,484,0,0
12_15:40:36.736,9.001,8.386,3.500,0.261,1389.100,438.000,3.000,9.002,0.203,477,0,0
12_15:40:37.038,9.001,12.613,3.500,0.341,1465.200,356.000,3.001,9.003,0.201,483,0,0
12_15:40:37.324,8.501,12.675,3.500,0.302,1439.600,405.000,3.004,8.996,0.204,480,0,0
12_15:40:37.641,8.501,8.622,3.500,0.291,1418.100,417.000,3.001,9.001,0.200,477,0,0
12_15:40:37.880,8.501,4.536,3.500,0.271,1315.900,432.000,3.002,9.004,0.200,477,0,0
12_15:40:38.184,8.424,0.543,3.500,0.325,1373.000,380.000,3.005,9.001,0.203,474,0,0
12_15:40:38.518,8.001,4.283,3.500,0.333,1406.500,359.000,3.003,8.999,0.200,515,0,0
12_15:40:38.789,8.001,8.803,3.500,0.335,1463.500,358.000,3.002,9.001,0.198,458,0,0
12_15:40:39.093,8.001,12.892,3.500,0.267,1398.500,435.000,3.004,8.996,0.198,476,0,0
12_15:40:39.347,7.501,12.388,3.500,0.307,1401.300,400.000,3.002,9.004,0.204,473,0,0
12_15:40:39.650,7.501,8.281,3.500,0.261,1404.900,437.000,3.001,9.000,0.201,492,0,0
12_15:40:39.950,7.501,4.265,3.500,0.310,1340.500,398.000,3.003,9.000,0.202,477,0,0
12_15:40:40.221,6.993,0.733,3.500,0.318,1350.500,388.000,3.000,9.010,0.203,474,0,0
12_15:40:40.523,7.001,4.794,3.500,0.324,1458.300,381.000,3.001,9.000,0.201,484,0,0
12_15:40:40.824,7.001,9.044,3.500,0.264,1389.500,436.000,3.002,9.003,0.201,479,0,0
12_15:40:41.127,7.001,13.523,3.500,0.845,1404.300,346.000,3.001,8.997,0.201,482,0,0
12_15:40:41.413,6.501,11.656,3.500,0.271,1449.200,431.000,3.003,9.003,0.200,478,0,0
12_15:40:41.692,6.501,7.769,3.500,0.325,1463.600,382.000,3.003,9.001,0.203,473,0,0
12_15:40:42.003,6.501,3.642,3.500,0.338,1431.100,357.000,2.999,8.993,0.204,487,0,0
12_15:40:42.305,6.001,1.423,3.500,0.321,1415.500,385.000,3.001,9.006,0.201,475,0,0
12_15:40:42.608,6.001,5.746,3.500,0.322,1436.600,385.000,3.002,9.003,0.201,486,0,0
12_15:40:42.879,6.001,9.782,3.500,0.328,1402.600,377.000,3.001,8.996,0.202,477,0,0
12_15:40:43.181,6.001,13.855,3.500,0.314,1331.900,392.000,2.999,9.002,0.200,476,0,0
12_15:40:43.482,5.501,11.433,3.500,0.296,1416.000,412.000,3.001,9.004,0.203,476,0,0
12_15:40:43.768,5.501,7.253,3.500,0.318,1422.800,389.000,3.002,9.001,0.205,486,0,0
12_15:40:44.070,5.501,3.286,3.500,0.316,1415.500,391.000,3.006,9.001,0.201,480,0,0
12_15:40:44.314,5.001,1.485,3.500,0.300,1427.900,407.000,3.001,9.005,0.201,478,0,0
12_15:40:44.611,5.001,5.620,3.500,0.307,1401.200,401.000,3.002,9.003,0.201,484,0,0
12_15:40:44.913,5.001,9.850,3.500,0.266,1398.100,461.000,3.004,9.001,0.201,479,0,0
12_15:40:45.191,5.001,13.901,3.500,0.299,1377.500,408.000,3.003,9.003,0.199,472,0,0
12_15:40:45.487,4.501,11.132,3.500,0.335,1404.100,358.000,3.000,9.001,0.204,491,0,0
12_15:40:45.790,4.501,7.062,3.500,0.293,1472.100,414.000,3.004,9.001,0.202,473,0,0
12_15:40:46.092,4.501,2.789,3.500,0.324,1368.000,381.000,3.002,8.997,0.200,477,0,0
12_15:40:46.401,4.001,2.449,3.500,0.693,1384.200,347.000,3.003,8.998,0.206,482,0,0
12_15:40:46.713,4.001,6.706,3.500,0.309,1470.300,353.000,3.000,9.001,0.204,482,0,0
12_15:40:47.032,4.001,10.814,3.500,0.336,1352.100,357.000,3.002,9.007,0.203,475,0,0
12_15:40:47.287,3.590,14.432,3.500,0.308,1406.400,399.000,3.002,8.994,0.201,473,0,0
12_15:40:47.590,3.501,10.199,3.500,0.297,1321.300,409.000,3.002,9.000,0.201,487,0,0
12_15:40:47.861,3.501,6.129,3.500,0.297,1372.300,412.000,3.002,9.004,0.201,476,0,0
12_15:40:48.149,3.501,2.055,3.500,0.336,1445.900,359.000,3.000,9.006,0.206,476,0,0
12_15:40:48.455,3.001,2.992,3.500,0.231,1467.200,460.000,2.999,9.013,0.203,484,0,0
12_15:40:48.737,3.001,7.062,3.500,0.279,1534.100,425.000,3.002,9.001,0.199,486,0,0
12_15:40:49.040,3.001,11.078,3.500,0.257,1405.600,442.000,3.000,9.005,0.201,474,0,0
12_15:40:49.320,2.511,14.058,3.500,0.279,1342.500,425.000,3.005,9.001,0.200,476,0,0
12_15:40:49.603,2.501,10.019,3.500,0.317,1459.500,390.000,3.003,9.004,0.198,481,0,0
12_15:40:49.897,2.501,5.850,3.500,0.355,1448.200,349.000,3.002,8.995,0.203,480,0,0
12_15:40:50.198,2.501,1.815,3.500,0.368,1368.400,346.000,3.006,8.995,0.200,482,0,0
12_15:40:50.500,2.001,2.953,3.500,0.340,1399.900,356.000,3.001,9.004,0.200,478,0,0
12_15:40:50.756,2.001,7.016,3.500,0.253,1439.800,445.000,3.001,8.995,0.205,478,0,0
12_15:40:51.059,2.001,11.097,3.500,0.289,1387.300,418.000,3.001,8.996,0.203,484,0,0
12_15:40:51.361,1.501,13.695,3.500,0.386,1395.000,347.000,3.001,9.001,0.200,475,0,0
12_15:40:51.664,1.501,9.587,3.500,0.382,1449.200,347.000,3.003,9.003,0.201,485,0,0
12_15:40:51.967,1.501,5.341,3.500,0.300,1448.700,407.000,3.004,9.001,0.199,477,0,0
12_15:40:52.270,1.501,0.824,3.500,0.362,1464.500,347.000,3.002,9.004,0.203,482,0,0
12_15:40:52.573,1.001,3.990,3.500,0.383,1417.600,346.000,3.002,9.005,0.201,472,0,0
12_15:40:52.861,1.001,8.005,3.500,0.365,1457.900,346.000,3.000,8.998,0.203,480,0,0
12_15:40:53.130,1.001,12.041,3.500,0.416,1369.000,347.000,3.003,9.003,0.199,483,0,0
12_15:40:53.432,0.501,13.149,3.500,0.414,1395.000,347.000,3.004,9.001,0.201,480,0,0
12_15:40:53.733,0.501,9.094,3.500,0.443,1439.500,347.000,3.002,9.001,0.204,478,0,0
12_15:40:54.003,0.501,5.009,3.500,0.447,1466.800,347.000,3.002,9.003,0.202,480,0,0
12_15:40:54.305,0.501,0.817,3.500,0.000,900.000,0.000,3.005,9.008,0.201,480,0,0
12_15:40:54.591,0.004,7.499,3.749,0.000,900.000,0.000,3.002,9.003,0.204,483,0,0
12_15:40:54.861,0.004,7.499,3.749,0.000,900.000,0.000,3.000,9.006,0.203,482,0,0
12_15:40:55.163,0.004,7.499,3.750,0.000,900.000,0.000,3.004,9.005,0.207,480,0,0
12_15:40:55.477,0.004,7.499,3.750,0.000,900.000,0.000,3.002,9.003,0.200,530,0,0
12_15:40:55.752,0.004,7.499,3.750,0.000,900.000,0.000,3.002,9.001,0.202,427,0,0
12_15:40:56.037,0.004,7.499,3.750,0.000,900.000,0.000,3.004,9.008,0.200,483,0,0
12_15:40:56.339,0.004,7.499,3.750,0.000,900.000,0.000,2.999,9.002,0.203,478,0,0
12_15:40:56.625,0.004,7.499,3.750,0.000,900.000,0.000,3.001,9.005,0.207,475,0,0
12_15:40:56.910,0.004,7.499,3.750,0.189,900.000,520.000,3.000,9.007,0.200,479,0,0
12_15:40:57.212,0.003,5.522,3.754,0.196,1372.100,506.000,3.002,9.004,0.207,483,0,0
12_15:40:57.485,0.002,1.435,3.753,0.152,1426.600,583.000,2.998,9.003,0.199,481,0,0
12_15:40:57.771,2.833,0.002,3.752,0.086,1377.500,587.000,3.002,9.004,0.201,478,0,0
12_15:40:58.071,6.885,0.002,3.751,0.090,1379.000,588.000,3.005,9.001,0.198,475,0,0
12_15:40:58.374,10.939,0.002,3.751,0.036,1387.900,588.000,3.004,9.007,0.199,489,0,0
12_15:40:58.644,15.040,0.002,3.750,0.039,1362.900,587.000,3.003,8.999,0.201,474,0,0
12_15:40:58.947,19.273,0.002,3.750,0.074,1397.000,588.000,3.000,9.003,0.201,488,0,0
12_15:40:59.250,23.308,0.002,3.750,0.056,1383.200,588.000,3.004,9.004,0.204,472,0,0
12_15:40:59.504,27.391,0.002,3.750,0.050,1374.300,587.000,2.997,9.004,0.202,478,0,0
12_15:40:59.807,31.465,0.002,3.750,0.090,1378.200,587.000,3.003,9.004,0.199,475,0,0
12_15:41:00.094,35.735,0.002,3.750,0.037,1354.700,587.000,3.002,9.001,0.201,487,0,0
12_15:41:00.382,39.823,0.002,3.750,0.084,1341.200,587.000,3.001,9.004,0.204,472,0,0
12_15:41:00.683,43.881,0.002,3.750,0.095,1345.900,587.000,3.003,9.005,0.198,487,0,0
12_15:41:01.066,48.368,0.002,3.750,0.027,1370.800,587.000,3.001,8.999,0.202,566,0,0
12_15:41:01.353,53.371,0.002,3.750,0.059,1396.900,587.000,3.001,9.007,0.204,403,0,0
12_15:41:01.629,57.406,0.002,3.750,0.051,1381.000,587.000,2.999,8.999,0.201,477,0,0
12_15:41:01.925,61.542,0.002,3.750,0.035,1400.600,587.000,3.000,9.002,0.200,474,0,0
12_15:41:02.244,65.956,0.002,3.750,0.076,1353.900,586.000,3.004,9.001,0.202,482,0,0
12_15:41:02.546,70.014,0.002,3.750,0.089,1360.800,587.000,3.003,8.993,0.201,475,0,0
12_15:41:02.801,74.091,0.002,3.750,0.090,1346.600,587.000,3.003,9.003,0.201,489,0,0
12_15:41:03.104,78.156,0.002,3.750,0.158,1380.900,576.000,3.004,9.007,0.199,477,0,0
12_15:41:03.422,79.999,2.449,3.750,0.034,1376.000,589.000,3.003,9.003,0.201,476,0,0
12_15:41:03.660,79.999,6.462,3.750,0.104,1352.700,589.000,3.000,8.995,0.203,476,0,0
12_15:41:03.962,79.999,10.567,3.750,0.138,1332.500,589.000,3.005,9.001,0.200,488,0,0
12_15:41:04.237,79.998,14.610,3.750,0.081,1357.500,588.000,3.005,9.004,0.198,478,0,0
12_15:41:04.535,75.942,14.999,3.750,0.097,1400.000,588.000,3.002,9.001,0.200,478,0,0
12_15:41:04.838,71.849,14.999,3.750,0.152,1377.600,584.000,3.003,9.000,0.201,481,0,0
12_15:41:05.139,67.836,14.999,3.750,0.138,1364.100,589.000,3.006,9.003,0.204,480,0,0
12_15:41:05.426,63.663,14.999,3.750,0.121,1361.500,588.000,3.003,9.010,0.200,482,0,0
12_15:41:05.711,59.705,14.999,3.750,0.099,1346.700,589.000,3.005,9.011,0.202,473,0,0
12_15:41:05.966,55.803,14.999,3.750,0.098,1333.800,589.000,3.003,8.995,0.202,483,0,0
12_15:41:06.270,51.393,14.999,3.750,0.107,1394.600,590.000,2.999,8.999,0.201,477,0,0
12_15:41:06.611,47.292,14.999,3.750,0.086,1341.400,589.000,3.005,9.002,0.200,574,0,0
12_15:41:06.908,42.377,14.999,3.750,0.086,1377.800,589.000,3.002,9.003,0.206,410,0,0
12_15:41:07.205,38.231,14.999,3.750,0.151,1382.800,585.000,3.002,9.004,0.199,469,0,0
12_15:41:07.492,34.057,14.999,3.750,0.136,1340.500,589.000,3.001,9.003,0.205,477,0,0
12_15:41:07.797,29.755,14.999,3.750,0.101,1333.700,589.000,3.000,8.995,0.206,484,0,0
12_15:41:08.099,25.448,14.999,3.750,0.111,1332.600,589.000,3.001,9.001,0.199,480,0,0
12_15:41:08.390,21.370,14.999,3.750,0.111,1376.400,589.000,3.000,9.001,0.202,480,0,0
12_15:41:08.673,17.217,14.999,3.750,0.129,1363.400,589.000,3.003,8.998,0.204,480,0,0
12_15:41:08.960,13.261,14.999,3.750,0.102,1350.700,589.000,3.002,9.011,0.201,473,0,0
12_15:41:09.262,9.204,14.999,3.750,0.111,1367.600,589.000,3.003,9.001,0.199,486,0,0
12_15:41:09.565,4.659,14.999,3.750,0.183,1357.900,533.000,3.003,9.005,0.202,474,0,0
12_15:41:09.852,0.643,14.999,3.750,0.152,1378.800,585.000,3.002,8.999,0.201,484,0,0
12_15:41:10.154,0.002,11.350,3.750,0.119,1392.300,589.000,3.003,9.001,0.203,476,0,0
12_15:41:10.440,0.003,7.550,3.751,0.000,900.000,0.000,3.004,9.001,0.202,484,0,0
12_15:41:10.744,1.555,14.499,3.749,0.323,1391.400,382.000,3.002,9.000,0.198,478,0,0
12_15:41:11.016,5.628,14.499,3.749,0.270,1478.500,432.000,3.000,9.004,0.202,476,0,0
12_15:41:11.301,9.688,14.499,3.749,0.262,1377.000,438.000,3.002,9.006,0.201,478,0,0
12_15:41:11.593,13.745,14.499,3.749,0.277,1386.800,427.000,3.005,8.995,0.208,488,0,0
12_15:41:11.880,17.842,14.499,3.750,0.302,1411.800,405.000,3.001,9.004,0.201,468,0,0
12_15:41:12.236,22.053,14.499,3.750,0.274,1421.300,429.000,3.003,9.001,0.207,579,0,0
12_15:41:12.540,26.989,14.499,3.750,0.299,1444.100,408.000,3.003,9.009,0.203,406,0,0
12_15:41:12.830,31.305,14.499,3.750,0.315,1425.900,430.000,3.002,9.000,0.201,474,0,0
12_15:41:13.113,35.365,14.499,3.750,0.302,1398.400,405.000,3.002,9.002,0.201,479,0,0
12_15:41:13.399,39.373,14.499,3.750,0.220,1380.900,469.000,2.999,9.003,0.201,473,0,0
12_15:41:13.680,43.334,14.499,3.750,0.249,1423.100,448.000,3.004,9.004,0.199,481,0,0
12_15:41:13.987,47.394,14.499,3.750,0.255,1394.500,444.000,3.000,9.001,0.202,489,0,0
12_15:41:14.274,51.332,14.499,3.750,0.318,1397.800,398.000,3.003,9.004,0.201,475,0,0
12_15:41:14.545,55.275,14.499,3.750,0.281,1415.800,424.000,3.004,8.998,0.203,485,0,0
12_15:41:14.863,59.432,14.499,3.750,0.277,1416.700,427.000,3.004,9.008,0.201,479,0,0
12_15:41:15.117,63.530,14.499,3.750,0.256,1432.100,443.000,3.001,9.001,0.203,474,0,0
12_15:41:15.409,67.822,14.499,3.750,0.272,1393.000,431.000,3.001,9.002,0.202,487,0,0
12_15:41:15.721,71.927,14.499,3.750,0.229,1406.500,462.000,3.000,9.002,0.202,469,0,0
12_15:41:16.007,75.887,14.499,3.750,0.370,1400.000,347.000,3.002,9.009,0.202,484,0,0
12_15:41:16.269,79.347,13.998,3.752,0.343,1431.700,355.000,3.004,9.003,0.204,479,0,0
12_15:41:16.556,75.238,14.002,3.751,0.262,1469.000,438.000,3.005,9.003,0.202,483,0,0
12_15:41:16.863,71.169,14.002,3.751,0.281,1400.500,423.000,3.006,9.011,0.205,477,0,0
12_15:41:17.166,66.758,14.002,3.751,0.325,1365.200,379.000,3.005,9.002,0.202,474,0,0
12_15:41:17.485,62.704,14.002,3.750,0.304,1456.300,402.000,3.001,9.009,0.203,493,0,0
12_15:41:17.785,58.630,14.002,3.750,0.320,1426.400,386.000,3.002,9.010,0.201,567,0,0
12_15:41:18.079,53.681,14.002,3.750,0.275,1518.100,411.000,3.004,9.005,0.202,401,0,0
12_15:41:18.392,49.522,14.002,3.750,0.325,1353.500,380.000,3.004,9.002,0.205,479,0,0
12_15:41:18.647,45.586,14.002,3.750,0.368,1399.100,346.000,3.003,8.995,0.201,473,0,0
12_15:41:18.931,41.621,14.002,3.750,0.306,1420.800,399.000,3.000,9.001,0.199,494,0,0
12_15:41:19.221,37.561,14.002,3.750,0.300,1417.900,407.000,3.002,8.998,0.201,474,0,0
12_15:41:19.508,33.389,14.002,3.750,0.362,1421.000,347.000,3.000,9.001,0.203,476,0,0
12_15:41:19.808,29.323,14.002,3.750,0.241,1415.500,453.000,3.002,9.000,0.201,481,0,0
12_15:41:20.094,25.322,14.002,3.750,0.320,1353.300,385.000,3.001,9.003,0.205,481,0,0
12_15:41:20.365,21.257,14.002,3.750,0.300,1454.000,405.000,3.006,9.007,0.202,475,0,0
12_15:41:20.666,17.179,14.002,3.750,0.304,1397.900,402.000,3.005,8.999,0.199,481,0,0
12_15:41:20.968,13.144,14.002,3.750,0.298,1438.500,409.000,3.003,8.998,0.201,472,0,0
12_15:41:21.222,9.092,14.002,3.750,0.271,1409.900,431.000,3.003,9.009,0.205,493,0,0
12_15:41:21.539,5.019,14.002,3.750,0.329,1369.800,376.000,3.004,8.998,0.201,477,0,0
12_15:41:21.841,0.547,13.886,3.750,0.326,1366.000,379.000,3.001,9.000,0.204,482,0,0
12_15:41:22.141,4.638,13.502,3.750,0.246,1348.900,448.000,3.003,9.002,0.202,473,0,0
12_15:41:22.428,8.702,13.502,3.750,0.309,1428.900,398.000,3.001,9.000,0.203,478,0,0
12_15:41:22.732,12.777,13.502,3.750,0.263,1373.600,437.000,3.000,9.007,0.203,486,0,0
12_15:41:23.034,17.268,13.502,3.750,0.291,1396.900,416.000,3.003,9.005,0.204,481,0,0
12_15:41:23.379,21.351,13.502,3.750,0.289,1364.900,418.000,2.997,8.997,0.201,573,0,0
12_15:41:23.662,26.150,13.502,3.750,0.282,1360.400,422.000,2.999,9.003,0.201,396,0,0
12_15:41:23.956,30.351,13.502,3.750,0.270,1296.100,432.000,3.001,9.005,0.203,478,0,0
12_15:41:24.242,34.396,13.502,3.750,0.335,1374.800,358.000,3.002,9.003,0.205,487,0,0
12_15:41:24.560,38.666,13.502,3.750,0.289,1420.600,417.000,2.999,9.001,0.204,471,0,0
12_15:41:24.845,42.954,13.502,3.750,0.250,1425.700,433.000,3.007,9.001,0.199,488,0,0
12_15:41:25.147,47.014,13.502,3.750,0.294,1361.000,412.000,3.001,9.006,0.203,473,0,0
12_15:41:25.448,51.252,13.502,3.750,0.247,1369.000,448.000,3.004,9.002,0.205,478,0,0
12_15:41:25.752,55.335,13.502,3.750,0.284,1400.300,425.000,3.002,9.007,0.201,482,0,0
12_15:41:26.022,59.397,13.502,3.750,0.245,1422.100,450.000,3.001,9.001,0.205,482,0,0
12_15:41:26.297,63.464,13.502,3.750,0.288,1403.600,417.000,3.002,9.000,0.202,480,0,0
12_15:41:26.597,67.644,13.502,3.750,0.289,1391.700,416.000,3.001,9.002,0.201,474,0,0
12_15:41:26.866,71.562,13.502,3.750,0.276,1412.100,428.000,3.000,9.006,0.204,476,0,0
12_15:41:27.169,75.623,13.502,3.750,0.338,1383.800,356.000,2.999,8.998,0.202,486,0,0
12_15:41:27.472,79.138,13.005,3.749,0.316,1435.500,391.000,3.001,9.005,0.201,483,0,0
12_15:41:27.773,75.073,13.002,3.750,0.252,1501.200,445.000,3.005,8.993,0.198,478,0,0
12_15:41:28.062,70.813,13.002,3.750,0.300,1470.900,407.000,3.007,9.001,0.200,481,0,0
12_15:41:28.364,66.509,13.002,3.750,0.282,1390.800,423.000,3.003,9.005,0.201,474,0,0
12_15:41:28.666,62.460,13.002,3.750,0.301,1371.300,406.000,3.001,9.002,0.200,480,0,0
12_15:41:29.001,58.294,13.002,3.750,0.252,1371.300,448.000,3.002,9.012,0.199,581,0,0
12_15:41:29.289,53.409,13.002,3.750,0.283,1371.300,421.000,3.006,8.995,0.201,392,0,0
12_15:41:29.590,49.377,13.002,3.750,0.250,1420.100,446.000,3.001,9.002,0.204,479,0,0
12_15:41:29.910,45.284,13.002,3.750,0.270,1439.200,432.000,3.002,9.005,0.201,486,0,0
12_15:41:30.165,41.235,13.002,3.750,0.223,1359.900,466.000,3.002,8.999,0.201,472,0,0
12_15:41:30.469,37.046,13.002,3.750,0.303,1420.400,404.000,3.003,9.006,0.202,484,0,0
12_15:41:30.722,33.094,13.002,3.750,0.274,1471.700,430.000,3.002,9.001,0.202,483,0,0
12_15:41:31.008,29.069,13.002,3.750,0.262,1439.100,438.000,2.999,9.004,0.201,479,0,0
12_15:41:31.288,25.123,13.002,3.750,0.287,1369.400,354.000,3.003,9.009,0.208,474,0,0
12_15:41:31.581,21.064,13.002,3.750,0.319,1414.800,386.000,3.000,9.002,0.198,479,0,0
12_15:41:31.883,16.904,13.002,3.750,0.297,1408.300,409.000,3.001,9.001,0.200,483,0,0
12_15:41:32.164,12.697,13.002,3.750,0.320,1371.900,386.000,3.001,9.002,0.202,473,0,0
12_15:41:32.457,8.522,13.002,3.750,0.257,1409.500,441.000,3.006,9.010,0.199,482,0,0
12_15:41:32.742,4.491,13.002,3.750,0.304,1405.100,402.000,3.003,9.004,0.198,483,0,0
12_15:41:33.024,0.563,12.890,3.750,0.290,1386.000,416.000,3.000,9.001,0.200,477,0,0
12_15:41:33.317,4.357,12.502,3.750,0.319,1400.600,387.000,2.999,9.005,0.198,479,0,0
12_15:41:33.619,8.428,12.502,3.750,0.264,1388.800,436.000,3.001,9.000,0.201,483,0,0
