Time,X,Y,Z,Height,Temper,Laser Power,Powder Gas,Coaxial Gas,Shield Gas,Feeder1,Feeder2,Feeder3
12_15:38:58.053,58.001,11.304,3.500,0.234,1358.500,458.000,3.002,8.998,0.201,398,0,0
12_15:38:58.346,57.497,13.934,3.500,0.343,1363.900,354.000,3.003,8.998,0.205,487,0,0
12_15:38:58.626,57.501,9.816,3.500,0.281,1375.400,423.000,3.004,8.999,0.203,477,0,0
12_15:38:58.913,57.501,5.830,3.500,0.226,1407.200,438.000,3.000,9.002,0.198,472,0,0
12_15:38:59.205,57.501,1.741,3.500,0.357,1390.500,347.000,3.003,9.001,0.200,494,0,0
12_15:38:59.516,57.001,3.084,3.500,0.337,1437.500,357.000,3.004,9.001,0.202,479,0,0
12_15:38:59.838,57.001,7.077,3.500,0.329,1388.500,376.000,2.999,8.998,0.199,581,0,0
12_15:39:00.125,57.001,12.023,3.500,0.263,1462.300,438.000,3.004,8.996,0.201,398,0,0
12_15:39:00.423,56.501,13.172,3.500,0.275,1435.600,427.000,2.999,9.008,0.202,466,0,0
12_15:39:00.759,56.501,9.170,3.500,0.299,1436.000,408.000,3.003,9.005,0.203,589,0,0
12_15:39:01.061,56.501,4.243,3.500,0.316,1418.000,390.000,3.001,9.002,0.204,391,0,0
12_15:39:01.332,56.074,0.579,3.500,0.272,1323.600,430.000,3.003,9.005,0.201,492,0,0
12_15:39:01.617,56.001,4.576,3.500,0.257,1416.700,440.000,3.000,9.002,0.203,479,0,0
12_15:39:01.908,56.001,8.722,3.500,0.302,1336.900,404.000,3.006,9.008,0.202,476,0,0
12_15:39:02.220,56.001,12.826,3.500,0.329,1451.600,376.000,3.001,9.005,0.200,479,0,0
12_15:39:02.507,55.501,12.537,3.500,0.341,1342.800,367.000,3.003,9.000,0.202,483,0,0
12_15:39:02.819,55.501,8.535,3.500,0.283,1427.400,422.000,3.002,9.004,0.201,570,0,0
12_15:39:03.112,55.501,3.639,3.500,0.326,1353.000,378.000,3.002,9.006,0.201,406,0,0
12_15:39:03.415,55.002,1.296,3.500,0.333,1356.400,359.000,3.002,9.008,0.205,481,0,0
12_15:39:03.688,55.001,5.325,3.500,0.282,1435.600,424.000,3.000,9.003,0.201,476,0,0
12_15:39:03.976,55.001,9.413,3.500,0.297,1380.900,418.000,3.002,9.007,0.201,476,0,0
12_15:39:04.284,55.001,13.812,3.500,0.317,1433.400,389.000,3.004,9.001,0.203,484,0,0
12_15:39:04.567,54.501,11.495,3.500,0.306,1449.600,400.000,3.003,9.006,0.197,472,0,0
12_15:39:04.935,54.501,7.380,3.500,0.313,1405.300,392.000,3.001,9.001,0.203,593,0,0
12_15:39:05.253,54.501,2.434,3.500,0.297,1391.900,409.000,2.999,9.003,0.199,389,0,0
12_15:39:05.508,54.001,2.391,3.500,0.243,1444.700,450.000,3.002,9.003,0.196,489,0,0
12_15:39:05.874,54.001,6.617,3.500,0.282,1438.200,422.000,3.002,9.005,0.198,563,0,0
12_15:39:06.129,54.001,11.375,3.500,0.319,1420.900,387.000,2.999,8.996,0.202,395,0,0
12_15:39:06.432,53.496,13.883,3.500,0.313,1359.300,393.000,3.001,9.002,0.199,477,0,0
12_15:39:06.751,53.501,9.809,3.500,0.279,1447.000,425.000,3.002,9.005,0.197,487,0,0
12_15:39:06.992,53.501,5.744,3.500,0.251,1399.500,445.000,3.004,9.005,0.199,473,0,0
12_15:39:07.281,53.501,1.678,3.500,0.326,1400.200,379.000,3.000,9.000,0.201,479,0,0
12_15:39:07.592,53.001,3.162,3.500,0.299,1372.000,407.000,3.003,9.005,0.199,486,0,0
12_15:39:07.911,53.001,7.183,3.500,0.306,1415.900,399.000,3.001,9.001,0.200,581,0,0
12_15:39:08.211,53.001,12.052,3.500,0.300,1374.400,406.000,3.002,9.005,0.205,394,0,0
12_15:39:08.514,52.501,12.969,3.500,0.332,1253.800,361.000,3.000,9.005,0.203,482,0,0
12_15:39:08.880,52.501,8.456,3.500,0.243,1394.400,451.000,3.003,9.010,0.201,562,0,0
12_15:39:09.183,52.501,3.491,3.500,0.332,1340.300,360.000,3.000,8.998,0.201,404,0,0
12_15:39:09.501,52.002,1.304,3.500,0.288,1345.000,418.000,3.003,9.014,0.201,477,0,0
12_15:39:09.786,52.001,5.350,3.500,0.288,1473.800,417.000,3.000,9.001,0.200,476,0,0
12_15:39:10.042,52.001,9.356,3.500,0.292,1403.800,413.000,3.005,9.001,0.204,483,0,0
12_15:39:10.361,52.001,13.440,3.500,0.285,1490.600,420.000,3.001,9.005,0.199,483,0,0
12_15:39:10.599,51.501,11.763,3.500,0.325,1375.600,379.000,3.003,8.996,0.201,474,0,0
12_15:39:10.946,51.501,7.729,3.500,0.300,1360.400,407.000,3.001,9.006,0.199,574,0,0
12_15:39:11.251,51.501,2.554,3.500,0.308,1423.800,397.000,3.000,9.000,0.200,405,0,0
12_15:39:11.554,51.001,2.275,3.500,0.261,1373.200,440.000,3.001,8.997,0.206,486,0,0
12_15:39:11.906,51.001,6.322,3.500,0.287,1475.800,418.000,3.002,9.004,0.202,570,0,0
12_15:39:12.160,51.001,11.027,3.500,0.306,1416.300,401.000,3.003,8.998,0.201,399,0,0
12_15:39:12.462,50.490,14.205,3.500,0.322,1343.400,383.000,3.000,9.002,0.201,474,0,0
12_15:39:12.734,50.501,10.155,3.500,0.236,1390.900,435.000,3.000,9.001,0.201,477,0,0
12_15:39:13.036,50.501,5.832,3.500,0.252,1427.100,444.000,3.003,9.005,0.201,485,0,0
12_15:39:13.338,50.501,1.755,3.500,0.337,1350.100,357.000,3.002,9.003,0.198,480,0,0
12_15:39:13.639,50.001,2.964,3.500,0.293,1480.300,412.000,3.000,9.007,0.202,477,0,0
12_15:39:13.954,50.001,6.995,3.500,0.239,1379.500,454.000,3.000,9.001,0.201,572,0,0
12_15:39:14.261,50.001,11.983,3.500,0.325,1459.100,380.000,3.003,9.000,0.202,403,0,0
12_15:39:14.578,49.501,13.232,3.500,0.327,1440.500,378.000,3.002,9.004,0.203,490,0,0
12_15:39:14.879,49.501,9.206,3.500,0.282,1411.000,421.000,3.002,9.002,0.203,564,0,0
12_15:39:15.183,49.501,4.222,3.500,0.280,1432.300,424.000,3.005,9.008,0.201,402,0,0
12_15:39:15.486,49.010,0.941,3.500,0.249,1375.200,446.000,3.000,8.999,0.204,480,0,0
12_15:39:15.770,49.001,5.002,3.500,0.306,1417.800,396.000,2.999,9.012,0.201,480,0,0
12_15:39:16.071,49.001,9.056,3.500,0.221,1409.800,467.000,3.002,9.000,0.200,476,0,0
12_15:39:16.373,49.001,13.068,3.500,0.269,1385.500,432.000,3.003,9.001,0.201,477,0,0
12_15:39:16.629,48.501,12.074,3.500,0.265,1339.800,435.000,3.000,9.001,0.201,491,0,0
12_15:39:16.972,48.501,8.059,3.500,0.275,1469.900,428.000,3.002,9.011,0.201,565,0,0
12_15:39:17.260,48.501,3.225,3.500,0.298,1363.800,408.000,3.001,9.005,0.197,409,0,0
12_15:39:17.535,48.001,1.427,3.500,0.238,1422.000,456.000,3.002,9.006,0.201,470,0,0
12_15:39:17.902,48.001,5.510,3.500,0.297,1448.800,408.000,3.002,9.002,0.204,584,0,0
12_15:39:18.189,48.001,10.417,3.500,0.316,1308.000,390.000,3.000,9.005,0.202,395,0,0
12_15:39:18.475,47.919,14.477,3.500,0.274,1396.900,427.000,3.002,9.001,0.201,479,0,0
12_15:39:18.777,47.501,10.510,3.500,0.323,1459.100,381.000,3.003,9.004,0.196,483,0,0
12_15:39:19.081,47.501,6.288,3.500,0.179,1507.300,539.000,3.001,9.003,0.201,476,0,0
12_15:39:19.351,47.501,2.333,3.500,0.334,1408.400,359.000,3.005,8.998,0.201,484,0,0
12_15:39:19.653,47.001,2.611,3.500,0.306,1441.200,400.000,3.002,9.009,0.202,476,0,0
12_15:39:20.020,47.001,7.109,3.500,0.268,1332.600,433.000,2.999,9.004,0.200,576,0,0
12_15:39:20.304,47.001,12.020,3.500,0.305,1392.400,400.000,3.001,9.005,0.201,390,0,0
12_15:39:20.606,46.501,13.214,3.500,0.321,1408.300,384.000,3.000,9.001,0.204,475,0,0
12_15:39:20.956,46.501,9.108,3.500,0.289,1378.300,416.000,3.002,9.000,0.200,575,0,0
12_15:39:21.227,46.501,4.384,3.500,0.291,1399.400,414.000,3.001,9.002,0.199,406,0,0
12_15:39:21.517,46.070,0.593,3.500,0.296,1407.700,410.000,3.004,9.003,0.203,472,0,0
12_15:39:21.800,46.001,4.646,3.500,0.261,1293.700,438.000,3.004,9.004,0.202,481,0,0
12_15:39:22.102,46.001,8.738,3.500,0.249,1287.600,446.000,3.006,8.996,0.201,483,0,0
12_15:39:22.393,46.001,13.037,3.500,0.321,1418.900,384.000,3.001,9.000,0.203,478,0,0
12_15:39:22.691,45.501,12.144,3.500,0.253,1409.500,443.000,3.002,9.000,0.206,478,0,0
12_15:39:23.022,45.501,8.183,3.500,0.292,1397.700,413.000,3.003,9.005,0.198,579,0,0
12_15:39:23.326,45.501,3.256,3.500,0.280,1474.400,424.000,3.005,8.997,0.201,399,0,0
12_15:39:23.627,45.001,1.952,3.500,0.331,1432.000,360.000,3.001,9.005,0.201,486,0,0
12_15:39:23.973,45.001,6.003,3.500,0.287,1361.000,418.000,3.003,9.002,0.198,577,0,0
12_15:39:24.257,45.001,10.833,3.500,0.272,1392.900,430.000,3.005,8.996,0.201,395,0,0
12_15:39:24.565,44.569,14.388,3.500,0.239,1358.700,454.000,3.005,9.001,0.200,481,0,0
12_15:39:24.852,44.501,10.466,3.500,0.288,1389.300,417.000,3.003,8.997,0.201,477,0,0
12_15:39:25.113,44.501,6.300,3.500,0.292,1399.300,414.000,3.001,8.999,0.201,477,0,0
12_15:39:25.410,44.501,2.216,3.500,0.318,1400.700,386.000,3.004,8.999,0.200,484,0,0
12_15:39:25.713,44.001,2.695,3.500,0.332,1406.300,360.000,2.999,9.006,0.201,482,0,0
12_15:39:26.065,44.001,6.798,3.500,0.275,1387.300,428.000,3.002,9.003,0.201,575,0,0
12_15:39:26.352,44.001,11.759,3.500,0.304,1398.300,401.000,3.002,9.004,0.199,402,0,0
12_15:39:26.633,43.501,13.427,3.500,0.319,1418.800,386.000,3.001,9.006,0.203,477,0,0
12_15:39:26.984,43.501,9.185,3.500,0.304,1429.500,403.000,3.000,9.002,0.199,568,0,0
12_15:39:27.273,43.501,4.236,3.500,0.332,1396.600,360.000,3.002,8.999,0.201,407,0,0
12_15:39:27.554,43.245,0.501,3.500,0.309,1416.500,397.000,3.002,9.000,0.202,474,0,0
12_15:39:27.846,43.001,4.522,3.500,0.262,1479.800,437.000,3.003,8.997,0.199,475,0,0
12_15:39:28.145,43.001,8.779,3.500,0.329,1366.200,375.000,3.003,8.999,0.202,484,0,0
12_15:39:28.431,43.001,12.810,3.500,0.309,1417.000,400.000,3.001,8.997,0.205,480,0,0
12_15:39:28.722,42.501,12.322,3.500,0.259,1407.000,439.000,3.002,8.999,0.201,481,0,0
12_15:39:29.068,42.501,8.233,3.500,0.275,1409.800,427.000,2.999,8.999,0.202,569,0,0
12_15:39:29.361,42.501,3.295,3.500,0.347,1438.200,352.000,2.999,9.007,0.204,401,0,0
12_15:39:29.662,42.001,1.494,3.500,0.360,1438.300,346.000,3.000,9.003,0.204,481,0,0
12_15:39:30.010,42.001,5.791,3.500,0.290,1479.000,415.000,3.001,9.000,0.203,578,0,0
12_15:39:30.314,42.001,10.959,3.500,0.251,1466.800,446.000,3.000,9.007,0.203,405,0,0
12_15:39:30.616,41.499,14.308,3.500,0.302,1476.500,403.000,3.001,9.001,0.200,475,0,0
12_15:39:30.919,41.501,10.035,3.500,0.273,1315.700,429.000,2.999,8.996,0.201,470,0,0
12_15:39:31.222,41.501,5.494,3.500,0.316,1351.300,388.000,3.001,9.002,0.202,488,0,0
12_15:39:31.523,41.501,1.386,3.500,0.295,1395.100,410.000,2.999,9.001,0.202,485,0,0
12_15:39:31.813,41.001,3.530,3.500,0.307,1406.400,399.000,3.002,9.001,0.204,470,0,0
12_15:39:32.159,41.001,7.703,3.500,0.307,1343.900,399.000,3.003,9.001,0.201,587,0,0
12_15:39:32.463,41.001,12.554,3.500,0.257,1414.600,431.000,2.999,9.004,0.203,395,0,0
12_15:39:32.795,40.501,12.632,3.500,0.272,1411.000,430.000,3.000,9.005,0.206,477,0,0
12_15:39:33.097,40.501,8.413,3.500,0.284,1401.200,420.000,3.001,9.001,0.198,567,0,0
12_15:39:33.384,40.501,3.509,3.500,0.308,1418.900,398.000,3.002,8.999,0.202,403,0,0
12_15:39:33.663,39.998,1.148,3.500,0.287,1454.700,418.000,3.000,9.006,0.204,474,0,0
12_15:39:33.956,40.001,5.370,3.500,0.329,1417.500,375.000,3.000,8.995,0.203,482,0,0
12_15:39:34.259,40.001,9.409,3.500,0.251,1391.400,445.000,2.998,9.008,0.200,485,0,0
12_15:39:34.560,40.001,13.716,3.500,0.274,1387.200,428.000,3.001,9.005,0.200,475,0,0
12_15:39:34.860,39.501,11.140,3.500,0.300,1324.700,408.000,3.004,9.000,0.197,479,0,0
12_15:39:35.205,39.501,6.505,3.500,0.274,1447.400,428.000,3.004,9.003,0.199,540,0,0
12_15:39:35.512,39.501,2.141,3.500,0.330,1325.600,375.000,2.999,9.009,0.201,419,0,0
12_15:39:35.830,39.001,2.628,3.500,0.284,1447.300,420.000,3.002,9.000,0.204,489,0,0
12_15:39:36.134,39.001,6.674,3.500,0.274,1396.500,428.000,3.002,9.004,0.203,564,0,0
12_15:39:36.440,39.001,11.914,3.500,0.183,1358.500,506.000,2.999,9.005,0.199,417,0,0
12_15:39:36.737,38.501,13.115,3.500,0.269,1380.600,432.000,2.997,9.004,0.202,475,0,0
12_15:39:37.085,38.501,9.049,3.500,0.312,1365.400,393.000,3.005,9.006,0.203,574,0,0
12_15:39:37.393,38.501,3.893,3.500,0.328,1396.400,377.000,3.001,8.996,0.203,404,0,0
12_15:39:37.707,37.997,1.133,3.500,0.314,1395.000,390.000,3.001,8.998,0.201,487,0,0
12_15:39:38.073,38.001,5.603,3.500,0.330,1386.300,375.000,3.002,9.001,0.208,544,0,0
12_15:39:38.379,38.001,10.831,3.500,0.270,1268.100,432.000,3.001,9.006,0.207,416,0,0
12_15:39:38.662,37.605,14.425,3.500,0.316,1360.600,390.000,3.001,9.004,0.201,480,0,0
12_15:39:38.956,37.501,10.354,3.500,0.310,1391.600,396.000,3.003,9.003,0.201,482,0,0
12_15:39:39.243,37.501,6.264,3.500,0.270,1420.300,431.000,3.001,9.001,0.199,473,0,0
12_15:39:39.554,37.501,2.019,3.500,0.286,1378.400,419.000,3.001,9.004,0.201,485,0,0
12_15:39:39.834,37.001,2.831,3.500,0.272,1335.800,430.000,3.003,8.999,0.201,477,0,0
12_15:39:40.176,37.001,6.850,3.500,0.302,1366.400,404.000,3.002,9.002,0.200,577,0,0
12_15:39:40.477,37.001,11.761,3.500,0.320,1439.300,385.000,3.001,8.999,0.202,407,0,0
12_15:39:40.755,36.501,13.425,3.500,0.260,1424.100,439.000,3.003,9.002,0.200,469,0,0
12_15:39:41.128,36.501,9.237,3.500,0.329,1441.400,375.000,3.003,9.002,0.202,577,0,0
12_15:39:41.416,36.501,4.486,3.500,0.251,1441.400,445.000,3.000,8.993,0.201,395,0,0
12_15:39:41.687,36.454,0.563,3.500,0.313,1441.400,392.000,3.002,9.008,0.206,485,0,0
12_15:39:41.990,36.001,4.129,3.500,0.295,1417.200,410.000,3.003,9.000,0.201,479,0,0
12_15:39:42.266,36.001,8.444,3.500,0.284,1392.400,421.000,3.001,8.995,0.202,535,0,0
12_15:39:42.548,36.001,12.785,3.500,0.332,1383.100,360.000,3.002,9.008,0.198,422,0,0
12_15:39:42.850,35.501,12.524,3.500,0.277,1410.200,427.000,3.004,8.999,0.201,488,0,0
12_15:39:43.195,35.501,8.209,3.500,0.305,1481.700,402.000,3.004,9.003,0.197,565,0,0
12_15:39:43.479,35.501,3.419,3.500,0.308,1442.400,398.000,3.002,9.002,0.205,401,0,0
12_15:39:43.770,35.000,1.478,3.500,0.302,1420.200,401.000,3.001,9.005,0.201,480,0,0
12_15:39:44.072,35.001,5.526,3.500,0.333,1336.000,359.000,3.000,9.003,0.201,474,0,0
12_15:39:44.391,35.001,9.561,3.500,0.267,1383.600,435.000,3.002,8.999,0.201,487,0,0
12_15:39:44.646,35.001,13.680,3.500,0.298,1445.900,409.000,3.002,9.008,0.201,482,0,0
12_15:39:44.950,34.501,11.326,3.500,0.296,1381.100,410.000,3.003,9.005,0.198,484,0,0
12_15:39:45.291,34.501,6.368,3.500,0.272,1491.900,430.000,3.000,8.995,0.197,511,0,0
12_15:39:45.601,34.501,2.127,3.500,0.339,1360.100,356.000,3.002,8.999,0.201,440,0,0
12_15:39:45.906,34.001,3.077,3.500,0.350,1424.000,430.000,3.004,9.004,0.202,477,0,0
12_15:39:46.254,34.001,7.266,3.500,0.301,1381.700,406.000,3.005,9.000,0.201,583,0,0
12_15:39:46.558,34.001,12.123,3.500,0.279,1399.800,425.000,3.008,9.002,0.203,394,0,0
12_15:39:46.876,33.501,13.080,3.500,0.325,1431.600,380.000,2.999,9.010,0.198,476,0,0
12_15:39:47.174,33.501,9.062,3.500,0.286,1494.300,419.000,2.997,8.997,0.201,573,0,0
12_15:39:47.480,33.501,4.097,3.500,0.220,1436.300,468.000,3.003,9.001,0.199,404,0,0
12_15:39:47.783,32.998,1.106,3.500,0.295,1421.800,411.000,3.000,9.000,0.203,479,0,0
12_15:39:48.068,33.001,5.162,3.500,0.289,1384.500,416.000,3.006,8.999,0.199,481,0,0
12_15:39:48.372,33.001,9.219,3.500,0.266,1325.200,434.000,3.002,9.001,0.201,473,0,0
12_15:39:48.641,33.001,13.286,3.500,0.301,1429.100,404.000,3.003,9.001,0.202,484,0,0
12_15:39:48.928,32.501,11.965,3.500,0.290,1443.300,415.000,3.004,9.000,0.205,484,0,0
12_15:39:49.292,32.501,7.903,3.500,0.242,1374.300,452.000,2.997,9.008,0.206,584,0,0
12_15:39:49.610,32.501,2.973,3.500,0.333,1408.900,360.000,3.003,9.004,0.197,390,0,0
12_15:39:49.865,32.001,1.803,3.500,0.265,1449.800,435.000,3.003,9.001,0.200,482,0,0
12_15:39:50.228,32.001,6.362,3.500,0.318,1375.600,388.000,3.001,9.002,0.201,565,0,0
12_15:39:50.534,32.001,11.533,3.500,0.287,1394.700,417.000,3.002,9.009,0.202,405,0,0
12_15:39:50.837,31.501,13.713,3.500,0.295,1398.400,411.000,3.004,9.002,0.203,486,0,0
12_15:39:51.204,31.501,9.433,3.500,0.290,1339.400,416.000,3.002,9.002,0.201,514,0,0
12_15:39:51.459,31.501,4.664,3.500,0.342,1468.500,354.000,3.004,9.004,0.200,440,0,0
12_15:39:51.761,31.490,0.614,3.500,0.298,1366.500,409.000,3.001,9.001,0.200,477,0,0
12_15:39:52.080,31.001,4.139,3.500,0.291,1361.800,416.000,3.003,9.009,0.200,489,0,0
12_15:39:52.363,31.001,8.645,3.500,0.317,1345.300,390.000,3.003,9.003,0.201,525,0,0
12_15:39:52.670,31.001,12.880,3.500,0.314,1381.600,393.000,3.002,9.003,0.203,438,0,0
12_15:39:52.955,30.501,12.276,3.500,0.277,1394.900,426.000,3.000,9.001,0.201,485,0,0
12_15:39:53.321,30.501,7.995,3.500,0.297,1403.600,410.000,3.004,9.006,0.200,570,0,0
12_15:39:53.622,30.501,2.828,3.500,0.303,1359.400,403.000,3.005,9.004,0.199,394,0,0
12_15:39:53.923,30.001,2.385,3.500,0.293,1303.100,413.000,3.002,9.006,0.201,480,0,0
12_15:39:54.240,30.001,6.419,3.500,0.333,1375.800,359.000,3.001,9.003,0.197,498,0,0
12_15:39:54.547,30.001,11.128,3.500,0.496,1382.400,346.000,3.001,9.004,0.201,467,0,0
12_15:39:54.860,29.507,14.030,3.500,0.291,1429.200,415.000,3.002,9.005,0.200,475,0,0
12_15:39:55.116,29.501,10.061,3.500,0.297,1336.100,410.000,3.002,8.997,0.204,485,0,0
12_15:39:55.397,29.501,6.114,3.500,0.529,1428.500,346.000,3.003,9.001,0.204,481,0,0
12_15:39:55.706,29.501,2.052,3.500,0.315,1377.300,392.000,3.001,9.002,0.201,480,0,0
12_15:39:55.960,29.001,2.597,3.500,0.365,1377.100,346.000,3.001,9.005,0.204,474,0,0
12_15:39:56.251,29.001,6.701,3.500,0.343,1353.500,355.000,3.006,8.997,0.201,483,0,0
12_15:39:56.567,29.001,10.863,3.500,0.287,1389.100,418.000,3.002,9.008,0.199,484,0,0
12_15:39:56.869,28.507,14.038,3.500,0.270,1422.900,431.000,3.000,9.004,0.201,475,0,0
12_15:39:57.141,28.501,9.996,3.500,0.349,1417.900,352.000,3.005,9.002,0.203,477,0,0
12_15:39:57.472,28.501,5.834,3.500,0.255,1447.800,443.000,3.001,8.999,0.198,534,0,0
12_15:39:57.774,28.501,1.192,3.500,0.264,1335.400,436.000,3.002,9.001,0.207,431,0,0
12_15:39:58.064,28.001,3.816,3.500,0.307,1380.000,399.000,3.005,9.006,0.203,480,0,0
12_15:39:58.362,28.001,7.929,3.500,0.260,1422.200,438.000,3.003,8.999,0.203,484,0,0
12_15:39:58.649,28.001,12.110,3.500,0.298,1284.300,466.000,3.000,9.005,0.200,480,0,0
12_15:39:58.953,27.501,12.961,3.500,0.305,1372.600,399.000,3.003,9.002,0.201,474,0,0
12_15:39:59.252,27.501,8.727,3.500,0.289,1347.000,417.000,2.999,8.999,0.200,483,0,0
12_15:39:59.539,27.501,4.745,3.500,0.292,1432.100,414.000,3.002,9.007,0.198,485,0,0
12_15:39:59.825,27.501,0.748,3.500,0.330,1409.400,375.000,3.001,9.002,0.200,470,0,0
12_15:40:00.127,27.001,4.013,3.500,0.290,1424.100,416.000,3.000,9.001,0.202,480,0,0
12_15:40:00.382,27.001,8.059,3.500,0.277,1376.000,426.000,3.000,9.003,0.203,476,0,0
12_15:40:00.662,27.001,11.991,3.500,0.255,1378.700,443.000,3.004,9.001,0.201,485,0,0
12_15:40:00.971,26.501,13.200,3.500,0.269,1436.200,391.000,3.001,8.998,0.205,477,0,0
12_15:40:01.226,26.501,9.232,3.500,0.247,1403.300,449.000,3.003,9.008,0.200,484,0,0
12_15:40:01.528,26.501,5.185,3.500,0.318,1331.800,389.000,3.002,8.996,0.201,473,0,0
12_15:40:01.831,26.501,0.707,3.500,0.310,1459.600,396.000,3.003,8.998,0.201,483,0,0
12_15:40:02.117,26.001,4.066,3.500,0.294,1360.400,412.000,3.002,9.005,0.203,478,0,0
12_15:40:02.396,26.001,7.997,3.500,0.294,1426.700,413.000,3.002,9.001,0.201,486,0,0
12_15:40:02.704,26.001,12.068,3.500,0.311,1456.300,395.000,3.003,9.005,0.206,480,0,0
12_15:40:02.991,25.501,12.867,3.500,0.267,1463.300,434.000,3.005,9.001,0.201,472,0,0
12_15:40:03.297,25.501,8.540,3.500,0.280,1404.400,425.000,2.999,8.996,0.198,487,0,0
12_15:40:03.596,25.501,4.367,3.500,0.304,1392.700,401.000,3.000,8.997,0.203,480,0,0
12_15:40:03.882,25.352,0.502,3.500,0.277,1421.800,426.000,3.003,9.000,0.200,472,0,0
12_15:40:04.202,25.001,4.334,3.500,0.234,1347.500,458.000,3.002,9.000,0.203,533,0,0
12_15:40:04.472,25.001,8.880,3.500,0.218,1407.800,471.000,3.001,9.004,0.202,433,0,0
12_15:40:04.776,25.001,12.927,3.500,0.322,1389.000,376.000,3.004,8.998,0.197,486,0,0
12_15:40:05.094,24.501,12.300,3.500,0.257,1436.100,442.000,3.005,9.004,0.203,477,0,0
12_15:40:05.349,24.501,8.219,3.500,0.263,1415.300,437.000,3.003,9.008,0.202,476,0,0
12_15:40:05.650,24.501,3.954,3.500,0.299,1402.100,408.000,3.003,9.007,0.199,483,0,0
12_15:40:05.983,23.992,0.826,3.500,0.317,1444.800,390.000,3.003,9.004,0.203,476,0,0
12_15:40:06.254,24.001,5.309,3.500,0.301,1422.400,406.000,3.000,9.002,0.198,485,0,0
12_15:40:06.558,24.001,9.553,3.500,0.275,1425.300,429.000,3.002,9.008,0.199,471,0,0
12_15:40:06.830,24.001,13.688,3.500,0.325,1428.400,380.000,3.002,8.995,0.199,489,0,0
12_15:40:07.115,23.501,11.559,3.500,0.282,1444.100,423.000,3.002,9.001,0.201,472,0,0
12_15:40:07.419,23.501,7.542,3.500,0.320,1364.900,385.000,3.003,9.000,0.202,476,0,0
12_15:40:07.736,23.501,3.468,3.500,0.327,1423.200,378.000,3.003,9.002,0.194,488,0,0
12_15:40:07.992,23.002,1.339,3.500,0.323,1377.700,385.000,3.001,9.002,0.199,481,0,0
12_15:40:08.297,23.001,5.866,3.500,0.339,1425.900,356.000,3.003,9.000,0.201,482,0,0
12_15:40:08.597,23.001,9.978,3.500,0.289,1395.300,417.000,3.001,9.002,0.201,476,0,0
12_15:40:08.883,23.001,13.941,3.500,0.339,1361.800,356.000,3.002,9.004,0.202,473,0,0
12_15:40:09.158,22.501,11.333,3.500,0.284,1406.700,421.000,3.001,9.003,0.200,484,0,0
12_15:40:09.470,22.501,7.118,3.500,0.255,1375.000,443.000,3.002,9.001,0.202,475,0,0
12_15:40:09.788,22.501,3.179,3.500,0.370,1448.300,346.000,3.003,9.006,0.201,547,0,0
12_15:40:10.066,22.001,2.258,3.500,0.346,1399.000,353.000,3.004,9.004,0.198,427,0,0
12_15:40:10.362,22.001,6.431,3.500,0.314,1413.100,392.000,2.999,9.005,0.201,495,0,0
12_15:40:10.679,22.001,10.582,3.500,0.273,1380.100,429.000,3.001,9.006,0.201,467,0,0
12_15:40:10.953,21.603,14.422,3.500,0.255,1416.700,443.000,3.002,9.004,0.202,472,0,0
12_15:40:11.253,21.501,10.297,3.500,0.278,1431.600,425.000,3.001,8.997,0.201,484,0,0
12_15:40:11.540,21.501,6.093,3.500,0.270,1449.400,432.000,3.003,9.008,0.201,479,0,0
12_15:40:11.846,21.501,1.809,3.500,0.309,1404.300,398.000,3.002,9.008,0.202,484,0,0
12_15:40:12.143,21.001,3.176,3.500,0.318,1454.100,387.000,3.001,9.003,0.200,474,0,0
12_15:40:12.430,21.001,7.228,3.500,0.322,1369.500,382.000,3.000,9.002,0.201,480,0,0
12_15:40:12.710,21.001,11.155,3.500,0.252,1410.600,445.000,3.002,9.004,0.198,484,0,0
12_15:40:13.016,20.510,14.104,3.500,0.265,1392.200,435.000,3.000,9.003,0.200,477,0,0
12_15:40:13.287,20.501,10.110,3.500,0.295,1447.600,413.000,3.000,9.001,0.202,484,0,0
12_15:40:13.590,20.501,5.860,3.500,0.288,1434.700,418.000,3.002,9.001,0.201,474,0,0
12_15:40:13.891,20.501,1.346,3.500,0.248,1546.600,449.000,3.003,9.001,0.205,480,0,0
12_15:40:14.178,20.001,3.406,3.500,0.296,1314.000,412.000,3.000,9.003,0.201,474,0,0
12_15:40:14.479,20.001,7.437,3.500,0.283,1450.000,421.000,3.002,9.002,0.201,475,0,0
12_15:40:14.751,20.001,11.514,3.500,0.356,1408.100,348.000,3.002,9.010,0.203,493,0,0
12_15:40:15.053,19.502,13.712,3.500,0.264,1423.200,436.000,3.001,9.007,0.201,476,0,0
12_15:40:15.355,19.501,9.445,3.500,0.318,1390.900,394.000,3.000,8.999,0.201,484,0,0
12_15:40:15.657,19.501,4.961,3.500,0.288,1392.400,398.000,2.999,9.004,0.204,469,0,0
12_15:40:15.959,19.501,0.846,3.500,0.299,1376.400,408.000,3.003,9.008,0.201,492,0,0
12_15:40:16.310,19.001,4.645,3.500,0.330,1366.600,385.000,3.002,8.997,0.201,512,0,0
12_15:40:16.585,19.001,8.875,3.500,0.312,1348.700,391.000,3.001,9.001,0.202,435,0,0
